id,seq,project,process,sub_process,bucket,activity,sub_activity,task,upt,ex_lock,volume,aid,cmnt,readme
205,,Market Research,Reference Data,UK,DIRECT,Issue Trak/CRT,"QLS - Other 
(new value addition/input issue/Shared Item)",Resolved (Analysis + Correction),,0,0,0,0,
206,,Market Research,Reference Data,Italy,DIRECT,Issue Trak/CRT,"QLS - Other 
(new value addition/input issue/Shared Item)",Resolved (Analysis + Correction),,0,0,0,0,
207,,Market Research,Reference Data,France,DIRECT,Issue Trak/CRT,"QLS - Other 
(new value addition/input issue/Shared Item)",Resolved (Analysis + Correction),,0,0,0,0,
208,,Market Research,Reference Data,Belgium,DIRECT,Issue Trak/CRT,"QLS - Other 
(new value addition/input issue/Shared Item)",Resolved (Analysis + Correction),,0,0,0,0,
209,,Market Research,Reference Data,Netherlands,DIRECT,Issue Trak/CRT,"QLS - Other 
(new value addition/input issue/Shared Item)",Resolved (Analysis + Correction),,0,0,0,0,
210,,Market Research,Reference Data,Portugal,DIRECT,Issue Trak/CRT,"QLS - Other 
(new value addition/input issue/Shared Item)",Resolved (Analysis + Correction),,0,0,0,0,
211,,Market Research,Reference Data,Germany,DIRECT,Issue Trak/CRT,"QLS - Other 
(new value addition/input issue/Shared Item)",Resolved (Analysis + Correction),,0,0,0,0,
212,,Market Research,Reference Data,UK,DIRECT,Issue Trak/CRT,QLS - Product Related,Raised,,0,0,0,0,
213,,Market Research,Reference Data,Italy,DIRECT,Issue Trak/CRT,QLS - Product Related,Raised,,0,0,0,0,
214,,Market Research,Reference Data,France,DIRECT,Issue Trak/CRT,QLS - Product Related,Raised,,0,0,0,0,
215,,Market Research,Reference Data,Belgium,DIRECT,Issue Trak/CRT,QLS - Product Related,Raised,,0,0,0,0,
216,,Market Research,Reference Data,Netherlands,DIRECT,Issue Trak/CRT,QLS - Product Related,Raised,,0,0,0,0,
217,,Market Research,Reference Data,Portugal,DIRECT,Issue Trak/CRT,QLS - Product Related,Raised,,0,0,0,0,
218,,Market Research,Reference Data,Germany,DIRECT,Issue Trak/CRT,QLS - Product Related,Raised,,0,0,0,0,
219,,Market Research,Reference Data,Austria,DIRECT,Issue Trak/CRT,QLS - Product Related,Raised,,0,0,0,0,
220,,Market Research,Reference Data,UK,DIRECT,Issue Trak/CRT,QLS - Product Related,Resolved (Analysis + Correction),,0,0,0,0,
221,,Market Research,Reference Data,Italy,DIRECT,Issue Trak/CRT,QLS - Product Related,Resolved (Analysis + Correction),,0,0,0,0,
222,,Market Research,Reference Data,France,DIRECT,Issue Trak/CRT,QLS - Product Related,Resolved (Analysis + Correction),,0,0,0,0,
223,,Market Research,Reference Data,Belgium,DIRECT,Issue Trak/CRT,QLS - Product Related,Resolved (Analysis + Correction),,0,0,0,0,
224,,Market Research,Reference Data,Netherlands,DIRECT,Issue Trak/CRT,QLS - Product Related,Resolved (Analysis + Correction),,0,0,0,0,
225,,Market Research,Reference Data,Portugal,DIRECT,Issue Trak/CRT,QLS - Product Related,Resolved (Analysis + Correction),,0,0,0,0,
226,,Market Research,Reference Data,Germany,DIRECT,Issue Trak/CRT,QLS - Product Related,Resolved (Analysis + Correction),,0,0,0,0,
227,,Market Research,Reference Data,Austria,DIRECT,Issue Trak/CRT,QLS - Product Related,Resolved (Analysis + Correction),,0,0,0,0,
228,,Market Research,Reference Data,Netherlands,DIRECT,Other BAU activities,Other Activities,ALL Henkel activities,,0,0,0,0,
229,,Market Research,Reference Data,Belgium,DIRECT,Other BAU activities,Other Activities,Brand/BOI Alignment,,0,0,0,0,
230,,Market Research,Reference Data,Netherlands,DIRECT,Other BAU activities,Other Activities,Brand/BOI Alignment,,0,0,0,0,
231,,Market Research,Reference Data,Austria,DIRECT,Other BAU activities,Other Activities,Brand/BOI Alignment,,0,0,0,0,
232,,Market Research,Reference Data,Belgium,DIRECT,Other BAU activities,Other Activities,Catalog Checking & Item Updation,,0,0,0,0,
233,,Market Research,Reference Data,Netherlands,DIRECT,Other BAU activities,Other Activities,Catalog Checking & Item Updation,,0,0,0,0,
234,,Market Research,Reference Data,UK,DIRECT,Other BAU activities,Other Activities,CPS Working File Creation - Pet Spec,,0,0,0,0,
235,,Market Research,Reference Data,UK,DIRECT,Other BAU activities,Other Activities,CPS Price Imputation Process - Pet Spec,,0,0,0,0,
236,,Market Research,Reference Data,France,DIRECT,Other BAU activities,Other Activities,eFeatures Cant Find - PGI Search,,0,0,0,0,
237,,Market Research,Reference Data,France,DIRECT,Other BAU activities,Other Activities,eFeatures Cant Find - Weight Difference,,0,0,0,0,
238,,Market Research,Reference Data,UK,DIRECT,Other BAU activities,Other Activities,File Management (Coding File/Rexcode File) - Aldi/lidl/pet spec,,0,0,0,0,
239,,Market Research,Reference Data,UK,DIRECT,Other BAU activities,Other Activities,File Management (Manual Exception File) - Pet Spec,,0,0,0,0,
240,,Market Research,Reference Data,UK,DIRECT,Other BAU activities,Other Activities,Item Rejection Browser,,0,0,0,0,
241,,Market Research,Reference Data,Italy,DIRECT,Other BAU activities,Other Activities,Item Rejection Browser,,0,0,0,0,
242,,Market Research,Reference Data,France,DIRECT,Other BAU activities,Other Activities,Item Rejection Browser,,0,0,0,0,
243,,Market Research,Reference Data,Belgium,DIRECT,Other BAU activities,Other Activities,Item Rejection Browser,,0,0,0,0,
244,,Market Research,Reference Data,Netherlands,DIRECT,Other BAU activities,Other Activities,Item Rejection Browser,,0,0,0,0,
245,,Market Research,Reference Data,Germany,DIRECT,Other BAU activities,Other Activities,Item Rejection Browser,,0,0,0,0,
246,,Market Research,Reference Data,UK,DIRECT,Other BAU activities,Other Activities,Micro Publication,,0,0,0,0,
247,,Market Research,Reference Data,Italy,DIRECT,Other BAU activities,Other Activities,Micro Publication,,0,0,0,0,
248,,Market Research,Reference Data,France,DIRECT,Other BAU activities,Other Activities,Micro Publication,,0,0,0,0,
249,,Market Research,Reference Data,Belgium,DIRECT,Other BAU activities,Other Activities,Micro Publication,,0,0,0,0,
250,,Market Research,Reference Data,Netherlands,DIRECT,Other BAU activities,Other Activities,Micro Publication,,0,0,0,0,
251,,Market Research,Reference Data,UK,DIRECT,Other BAU activities,Other Activities,Multilink Browser,,0,0,0,0,
252,,Market Research,Reference Data,Italy,DIRECT,Other BAU activities,Other Activities,Multilink Browser,,0,0,0,0,
253,,Market Research,Reference Data,France,DIRECT,Other BAU activities,Other Activities,Multilink Browser,,0,0,0,0,
254,,Market Research,Reference Data,UK,DIRECT,Other BAU activities,Other Activities,Product identification - Pet Spec,,0,0,0,0,
255,,Market Research,Reference Data,UK,DIRECT,Other BAU activities,Other Activities,Surgery/extraction/upload etc.,,0,0,0,0,
666,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,ARS,MAPPED CONVERSION,,0,0,0,0,
256,,Market Research,Reference Data,Italy,DIRECT,Other BAU activities,Other Activities,Surgery/extraction/upload etc.,,0,0,0,0,
257,,Market Research,Reference Data,France,DIRECT,Other BAU activities,Other Activities,Surgery/extraction/upload etc.,,0,0,0,0,
258,,Market Research,Reference Data,Belgium,DIRECT,Other BAU activities,Other Activities,Surgery/extraction/upload etc.,,0,0,0,0,
259,,Market Research,Reference Data,Netherlands,DIRECT,Other BAU activities,Other Activities,Surgery/extraction/upload etc.,,0,0,0,0,
260,,Market Research,Reference Data,Portugal,DIRECT,Other BAU activities,Other Activities,Surgery/extraction/upload etc.,,0,0,0,0,
261,,Market Research,Reference Data,Germany,DIRECT,Other BAU activities,Other Activities,Surgery/extraction/upload etc.,,0,0,0,0,
262,,Market Research,Reference Data,Austria,DIRECT,Other BAU activities,Other Activities,Surgery/extraction/upload etc.,,0,0,0,0,
263,,Market Research,Reference Data,Belgium,DIRECT,Other BAU activities,Other Activities,Value V/S Guidelines,,0,0,0,0,
264,,Market Research,Reference Data,Netherlands,DIRECT,Other BAU activities,Other Activities,Value V/S Guidelines,,0,0,0,0,
265,,Market Research,Reference Data,Netherlands,DIRECT,Other BAU activities,Other Activities,Weather Reoprt,,0,0,0,0,
266,,Market Research,Reference Data,France,DIRECT,Other BAU activities,Other Activities,Weight Alignment/Intranet reports,,0,0,0,0,
267,,Market Research,Reference Data,Belgium,DIRECT,Other BAU activities,Other Activities,Weight Alignment/Intranet reports,,0,0,0,0,
268,,Market Research,Reference Data,Netherlands,DIRECT,Other BAU activities,Other Activities,Weight Alignment/Intranet reports,,0,0,0,0,
269,,Market Research,Reference Data,Germany,DIRECT,Other BAU activities,Other Activities,Weight Alignment/Intranet reports,,0,0,0,0,
270,,Market Research,Reference Data,UK,DIRECT,Projects/Adhoc Requst,Adhoc Project/Task,Ad hoc projects - Short Term/Feasiblity Study,,0,0,0,0,
271,,Market Research,Reference Data,Italy,DIRECT,Projects/Adhoc Requst,Adhoc Project/Task,Ad hoc projects - Short Term/Feasiblity Study,,0,0,0,0,
272,,Market Research,Reference Data,Belgium,DIRECT,Projects/Adhoc Requst,Adhoc Project/Task,Ad hoc projects - Short Term/Feasiblity Study,,0,0,0,0,
273,,Market Research,Reference Data,Netherlands,DIRECT,Projects/Adhoc Requst,Adhoc Project/Task,Coding,,0,0,0,0,
274,,Market Research,Reference Data,Germany,DIRECT,Projects/Adhoc Requst,Adhoc Project/Task,Ad hoc projects - Short Term/Feasiblity Study,,0,0,0,0,
275,,Market Research,Reference Data,Portugal,DIRECT,Projects/Adhoc Requst,Adhoc Project/Task,Ad hoc projects - Short Term/Feasiblity Study/GC/HUB/CI,,0,0,0,0,
276,,Market Research,Reference Data,Germany,DIRECT,Projects/Adhoc Requst,BAU Projects,"BAU Projects - Clones & Links/New Business/Product Description/LAC Matching/Mars pet specialist/Tobacco Scanner/Ad hoch list, Multilink Review",,0,0,0,0,
277,,Market Research,Reference Data,UK,DIRECT,Projects/Adhoc Requst,BAU Projects,Clones & Links/Product Description,,0,0,0,0,
278,,Market Research,Reference Data,Italy,DIRECT,Projects/Adhoc Requst,BAU Projects,Clones & Links/Product Description,,0,0,0,0,
279,,Market Research,Reference Data,France,DIRECT,Projects/Adhoc Requst,BAU Projects,Clones & Links/Product Description,,0,0,0,0,
280,,Market Research,Reference Data,Belgium,DIRECT,Projects/Adhoc Requst,BAU Projects,Clones & Links/Product Description,,0,0,0,0,
281,,Market Research,Reference Data,Netherlands,DIRECT,Projects/Adhoc Requst,BAU Projects,Clones & Links/Product Description,,0,0,0,0,
282,,Market Research,Reference Data,Portugal,DIRECT,Projects/Adhoc Requst,BAU Projects,Clones & Links/Product Description,,0,0,0,0,
283,,Market Research,Reference Data,Germany,DIRECT,Projects/Adhoc Requst,BAU Projects,Clones & Links/Product Description,,0,0,0,0,
284,,Market Research,Reference Data,UK,DIRECT,Projects/Adhoc Requst,BAU Projects,LAC Matching,,0,0,0,0,
285,,Market Research,Reference Data,Italy,DIRECT,Projects/Adhoc Requst,BAU Projects,LAC Matching,,0,0,0,0,
286,,Market Research,Reference Data,France,DIRECT,Projects/Adhoc Requst,BAU Projects,LAC Matching,,0,0,0,0,
287,,Market Research,Reference Data,Belgium,DIRECT,Projects/Adhoc Requst,BAU Projects,LAC Matching,,0,0,0,0,
288,,Market Research,Reference Data,Netherlands,DIRECT,Projects/Adhoc Requst,BAU Projects,LAC Matching,,0,0,0,0,
289,,Market Research,Reference Data,Portugal,DIRECT,Projects/Adhoc Requst,BAU Projects,LAC Matching,,0,0,0,0,
290,,Market Research,Reference Data,Germany,DIRECT,Projects/Adhoc Requst,BAU Projects,LAC Matching/Ad hoch list/Multilink Review,,0,0,0,0,
291,,Market Research,Reference Data,UK,DIRECT,Projects/Adhoc Requst,BAU Projects,Multilink Review,,0,0,0,0,
292,,Market Research,Reference Data,Italy,DIRECT,Projects/Adhoc Requst,BAU Projects,Multilink Review,,0,0,0,0,
293,,Market Research,Reference Data,France,DIRECT,Projects/Adhoc Requst,BAU Projects,Multilink Review,,0,0,0,0,
294,,Market Research,Reference Data,Belgium,DIRECT,Projects/Adhoc Requst,BAU Projects,Multilink Review,,0,0,0,0,
295,,Market Research,Reference Data,Netherlands,DIRECT,Projects/Adhoc Requst,BAU Projects,Multilink Review,,0,0,0,0,
296,,Market Research,Reference Data,Portugal,DIRECT,Projects/Adhoc Requst,BAU Projects,Multilink Review,,0,0,0,0,
297,,Market Research,Reference Data,Germany,DIRECT,Projects/Adhoc Requst,BAU Projects,Multilink Review,,0,0,0,0,
298,,Market Research,Reference Data,France,DIRECT,Projects/Adhoc Requst,BAU Projects,OTC - coding (Offline work),,0,0,0,0,
299,,Market Research,Reference Data,Belgium,DIRECT,Projects/Adhoc Requst,BAU Projects,OTC - coding (Offline work),,0,0,0,0,
300,,Market Research,Reference Data,Netherlands,DIRECT,Projects/Adhoc Requst,BAU Projects,OTC - coding (Offline work),,1,0,0,0,
301,,Market Research,Reference Data,Germany,DIRECT,Projects/Adhoc Requst,BAU Projects,OTC - coding (Offline work),,0,0,0,0,
302,,Market Research,Reference Data,Italy,DIRECT,Projects/Adhoc Requst,BAU Projects,Others,,0,0,0,0,
303,,Market Research,Reference Data,UK,DIRECT,Projects/Adhoc Requst,BAU Projects,Tobacco Scanner,,0,0,0,0,
304,,Market Research,Reference Data,Italy,DIRECT,Projects/Adhoc Requst,BAU Projects,Tobacco Scanner,,0,0,0,0,
305,,Market Research,Reference Data,France,DIRECT,Projects/Adhoc Requst,BAU Projects,Tobacco Scanner,,0,0,0,0,
306,,Market Research,Reference Data,Belgium,DIRECT,Projects/Adhoc Requst,BAU Projects,Tobacco Scanner,,0,0,0,0,
307,,Market Research,Reference Data,Netherlands,DIRECT,Projects/Adhoc Requst,BAU Projects,Tobacco Scanner,,0,0,0,0,
308,,Market Research,Reference Data,Portugal,DIRECT,Projects/Adhoc Requst,BAU Projects,Tobacco Scanner,,0,0,0,0,
309,,Market Research,Reference Data,Germany,DIRECT,Projects/Adhoc Requst,BAU Projects,Tobacco Scanner,,0,0,0,0,
310,,Market Research,Reference Data,UK,DIRECT,Value management,Value management.,"Proposals (Validation & Management, work on item rejection)",,0,0,0,0,
311,,Market Research,Reference Data,Italy,DIRECT,Value management,Value management.,"Proposals (Validation & Management, work on item rejection)",,0,0,0,0,
312,,Market Research,Reference Data,France,DIRECT,Value management,Value management.,"Proposals (Validation & Management, work on item rejection)",,0,0,0,0,
313,,Market Research,Reference Data,Belgium,DIRECT,Value management,Value management.,"Proposals (Validation & Management, work on item rejection)",,0,0,0,0,
314,,Market Research,Reference Data,Netherlands,DIRECT,Value management,Value management.,"Proposals (Validation & Management, work on item rejection)",,0,0,0,0,
315,,Market Research,Reference Data,Germany,DIRECT,Value management,Value management.,"Proposals (Validation & Management, work on item rejection)",,0,0,0,0,
316,,Market Research,Reference Data,UK,DIRECT,Value management,Value management.,Shared Item Management (Analysis/Communication & amendments),,0,0,0,0,
317,,Market Research,Reference Data,France,DIRECT,Value management,Value management.,Shared Item Management (Analysis/Communication & amendments),,0,0,0,0,
318,,Market Research,Reference Data,Belgium,DIRECT,Value management,Value management.,Shared Item Management (Analysis/Communication & amendments),,0,0,0,0,
319,,Market Research,Reference Data,Netherlands,DIRECT,Value management,Value management.,Shared Item Management (Analysis/Communication & amendments),,0,0,0,0,
320,,Market Research,Reference Data,Portugal,DIRECT,Value management,Value management.,Shared Item Management (Analysis/Communication & amendments),,0,0,0,0,
321,,Market Research,Reference Data,Germany,DIRECT,Value management,Value management.,Shared Item Management (Analysis/Communication & amendments),,0,0,0,0,
322,,Market Research,Reference Data,Austria,DIRECT,Value management,Value management.,Shared Item Management (Analysis/Communication & amendments),,0,0,0,0,
323,,Market Research,Reference Data,UK,INDIRECT,Indirect activities,QualityBAU-RCA,Others - GC/NRD/internal etc,,0,0,0,0,
324,,Market Research,Reference Data,Italy,INDIRECT,Indirect activities,QualityBAU-RCA,Others - GC/NRD/internal etc,,0,0,0,0,
325,,Market Research,Reference Data,France,INDIRECT,Indirect activities,QualityBAU-RCA,Others - GC/NRD/internal etc,,0,0,0,0,
326,,Market Research,Reference Data,Belgium,INDIRECT,Indirect activities,QualityBAU-RCA,Others - GC/NRD/internal etc,,0,0,0,0,
327,,Market Research,Reference Data,Netherlands,INDIRECT,Indirect activities,QualityBAU-RCA,Others - GC/NRD/internal etc,,0,0,0,0,
328,,Market Research,Reference Data,Portugal,INDIRECT,Indirect activities,QualityBAU-RCA,Others - GC/NRD/internal etc,,0,0,0,0,
329,,Market Research,Reference Data,Germany,INDIRECT,Indirect activities,QualityBAU-RCA,Others - GC/NRD/internal etc,,0,0,0,0,
330,,Market Research,Reference Data,Austria,INDIRECT,Indirect activities,QualityBAU-RCA,Others - GC/NRD/internal etc,,0,0,0,0,
331,,Market Research,Reference Data,UK,INDIRECT,Indirect activities,QualityBAU-RCA,QE/Rerun,,0,0,0,0,
332,,Market Research,Reference Data,Italy,INDIRECT,Indirect activities,QualityBAU-RCA,QE/Rerun,,0,0,0,0,
333,,Market Research,Reference Data,France,INDIRECT,Indirect activities,QualityBAU-RCA,QE/Rerun,,0,0,0,0,
334,,Market Research,Reference Data,Belgium,INDIRECT,Indirect activities,QualityBAU-RCA,QE/Rerun,,0,0,0,0,
335,,Market Research,Reference Data,Netherlands,INDIRECT,Indirect activities,QualityBAU-RCA,QE/Rerun,,0,0,0,0,
336,,Market Research,Reference Data,Portugal,INDIRECT,Indirect activities,QualityBAU-RCA,QE/Rerun,,0,0,0,0,
337,,Market Research,Reference Data,Germany,INDIRECT,Indirect activities,QualityBAU-RCA,QE/Rerun,,0,0,0,0,
338,,Market Research,Reference Data,Austria,INDIRECT,Indirect activities,QualityBAU-RCA,QE/Rerun,,0,0,0,0,
339,,Market Research,Reference Data,UK,INDIRECT,Indirect activities,QualityBAU-RCA,SOP/GTG,,0,0,0,0,
340,,Market Research,Reference Data,Italy,INDIRECT,Indirect activities,QualityBAU-RCA,SOP/GTG,,0,0,0,0,
341,,Market Research,Reference Data,France,INDIRECT,Indirect activities,QualityBAU-RCA,SOP/GTG,,0,0,0,0,
342,,Market Research,Reference Data,Belgium,INDIRECT,Indirect activities,QualityBAU-RCA,SOP/GTG,,0,0,0,0,
343,,Market Research,Reference Data,Netherlands,INDIRECT,Indirect activities,QualityBAU-RCA,SOP/GTG,,0,0,0,0,
344,,Market Research,Reference Data,Portugal,INDIRECT,Indirect activities,QualityBAU-RCA,SOP/GTG,,0,0,0,0,
345,,Market Research,Reference Data,Germany,INDIRECT,Indirect activities,QualityBAU-RCA,SOP/GTG,,0,0,0,0,
346,,Market Research,Reference Data,Austria,INDIRECT,Indirect activities,QualityBAU-RCA,SOP/GTG,,0,0,0,0,
347,,Market Research,Reference Data,UK,INDIRECT,Indirect activities,Calls/Meeting,Daily WIP Call,,1,0,0,0,
348,,Market Research,Reference Data,Italy,INDIRECT,Indirect activities,Calls/Meeting,Daily WIP Call,,1,0,0,0,
349,,Market Research,Reference Data,France,INDIRECT,Indirect activities,Calls/Meeting,Daily WIP Call,,1,0,0,0,
350,,Market Research,Reference Data,Belgium,INDIRECT,Indirect activities,Calls/Meeting,Daily WIP Call,,0,0,0,0,
351,,Market Research,Reference Data,Netherlands,INDIRECT,Indirect activities,Calls/Meeting,Daily WIP Call,,1,0,0,0,
352,,Market Research,Reference Data,Portugal,INDIRECT,Indirect activities,Calls/Meeting,Daily WIP Call,,1,0,0,0,
353,,Market Research,Reference Data,Germany,INDIRECT,Indirect activities,Calls/Meeting,Daily WIP Call,,1,0,0,0,
354,,Market Research,Reference Data,Austria,INDIRECT,Indirect activities,Calls/Meeting,Daily Meeting,,1,0,0,0,
355,,Market Research,Reference Data,UK,INDIRECT,Indirect activities,Calls/Meeting,DOT Call,,0,0,0,0,
356,,Market Research,Reference Data,Italy,INDIRECT,Indirect activities,Calls/Meeting,DOT Call,,1,0,0,0,
357,,Market Research,Reference Data,France,INDIRECT,Indirect activities,Calls/Meeting,DOT Call,,1,0,0,0,
